dup_id,source,connector_code,station_id,station_ref,station_name,timeseries_id,timeseries_ref,timeseries_label,pollutant,last_value,last_value_at,distance_m,lat_lon,aurn_uk_air_id,aurn_networks
DUP000308,json,uk_air_sos,1273,982,Leeds Centre,185,302,Leeds Centre-Particulate matter less than 10 micro m (aerosol),pm10,,,0.000,53.803780 -1.546472,,
DUP000309,aurn,aurn_register,,UKA00235,Southampton Centre,,,,pm10,,,0,50.908173 -1.395757,UKA00235,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)
DUP000309,json,uk_air_sos,2159,785181,Southampton Centre,,,Southampton Centre-Volatile PM10,pm10,,,3.954,50.908140 -1.395778,,
DUP000309,json,uk_air_sos,2156,1137,Southampton Centre,53,464,Southampton Centre-Particulate matter less than 10 micro m (aerosol),pm10,,,0.000,50.908173 -1.395757,,
DUP000309,json,uk_air_sos,2153,785176,Southampton Centre-Non,,,Southampton Centre-Non-volatile PM10,pm10,,,3.954,50.908140 -1.395778,,
DUP000310,aurn,aurn_register,,UKA00238,London Bexley,,,,pm10,,,0,51.466030 0.184806,UKA00238,Automatic Urban and Rural Monitoring Network (AURN)
DUP000310,json,uk_air_sos,7445,7802,London Bexley,139,4848,London Bexley-Particulate matter less than 10 micro m (aerosol),pm10,-99,2026-02-19 19:00:00+00,0.000,51.466030 0.184806,,
DUP000311,aurn,aurn_register,,UKA00247,Liverpool Speke,,,,pm10,,,0,53.346330 -2.844333,UKA00247,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)
DUP000311,json,uk_air_sos,1336,1986,Liverpool Speke,,,Liverpool Speke-Anthanthrene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1338,1972,Liverpool Speke,,,Liverpool Speke-Benzoin aanthracene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1339,1980,Liverpool Speke,,,Liverpool Speke-Benzoin apyrene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1340,1976,Liverpool Speke,,,Liverpool Speke-Benzoin bfluoranthene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1342,1971,Liverpool Speke,,,Liverpool Speke-Benzoin cphenanthrene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1343,1979,Liverpool Speke,,,Liverpool Speke-Benzoin epyrene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1344,1985,Liverpool Speke,,,Liverpool Speke-Benzoin ghiperylene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1345,1978,Liverpool Speke,,,Liverpool Speke-Benzoin jfluoranthene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1346,1977,Liverpool Speke,,,Liverpool Speke-Benzoin kfluoranthene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1348,1974,Liverpool Speke,,,Liverpool Speke-Chrysene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1349,1989,Liverpool Speke,,,Liverpool Speke-Coronene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1351,1983,Liverpool Speke,,,Liverpool Speke-Dibenzoin acanthracene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1352,1988,Liverpool Speke,,,Liverpool Speke-Dibenzoin aepyrene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1353,1984,Liverpool Speke,,,Liverpool Speke-Dibenzoin ahanthracene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1354,1991,Liverpool Speke,,,Liverpool Speke-Dibenzoin ahpyrene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1355,1990,Liverpool Speke,,,Liverpool Speke-Dibenzoin aipyrene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1356,1987,Liverpool Speke,,,Liverpool Speke-Dibenzoin alpyrene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1357,1982,Liverpool Speke,,,Liverpool Speke-indeno_123cd_pyrene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1366,1981,Liverpool Speke,,,Liverpool Speke-Perylene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1368,785177,Liverpool Speke,,,Liverpool Speke-Volatile PM10,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1364,1007,Liverpool Speke,1,328,Liverpool Speke-Particulate matter less than 10 micro m (aerosol),pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,7391,7109,Liverpool Speke,76,2185,Liverpool Speke-Particulate matter less than 10 micro m (aerosol),pm10,22.223,2026-02-19 19:00:00+00,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1335,1975,Liverpool Speke-5,,,Liverpool Speke-5-Methyl Chrysene in PM10 in aerosol,pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1341,1970,Liverpool Speke-Benzoin bnaphthoin 2,,,"Liverpool Speke-Benzoin bnaphthoin 2,1-dthiophene in PM10 in aerosol",pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1350,1973,Liverpool Speke-Cyclopentain c,,,"Liverpool Speke-Cyclopentain c,dpyrene in PM10 in aerosol",pm10,,,0.000,53.346330 -2.844333,,
DUP000311,json,uk_air_sos,1361,785172,Liverpool Speke-Non,,,Liverpool Speke-Non-volatile PM10,pm10,,,0.000,53.346330 -2.844333,,
DUP000312,aurn,aurn_register,,UKA00248,Manchester Piccadilly,,,,pm10,,,0,53.481520 -2.237881,UKA00248,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network
DUP000312,json,uk_air_sos,7447,7991,Manchester Piccadilly,142,4831,Manchester Piccadilly-Particulate matter less than 10 micro m (aerosol),pm10,23.4,2026-02-19 19:00:00+00,0.000,53.481520 -2.237881,,
DUP000313,aurn,aurn_register,,UKA00251,Rochester Stoke,,,,pm10,,,0,51.456170 0.634889,UKA00251,Automatic Urban and Rural Monitoring Network (AURN)
DUP000313,json,uk_air_sos,1971,785339,Rochester Stoke,,,Rochester Stoke-Volatile PM10,pm10,,,0.000,51.456170 0.634889,,
DUP000313,json,uk_air_sos,1968,2732,Rochester Stoke,62,431,Rochester Stoke-Particulate matter less than 10 micro m (aerosol),pm10,,,0.000,51.456170 0.634889,,
DUP000313,json,uk_air_sos,7401,7159,Rochester Stoke,87,2288,Rochester Stoke-Particulate matter less than 10 micro m (aerosol),pm10,8.9,2026-02-19 19:00:00+00,0.000,51.456170 0.634889,,
DUP000313,json,uk_air_sos,1965,785338,Rochester Stoke-Non,,,Rochester Stoke-Non-volatile PM10,pm10,,,0.000,51.456170 0.634889,,
DUP000314,aurn,aurn_register,,UKA00253,London N. Kensington,,,,pm10,,,0,51.521050 -0.213419,UKA00253,Automatic Urban and Rural Monitoring Network (AURN); Black Carbon
DUP000314,json,uk_air_sos,1577,961,London N. Kensington,,,London N. Kensington-PM10 in aerosol,pm10,,,5.051,51.521050 -0.213492,,
DUP000314,json,uk_air_sos,1579,785307,London N. Kensington,,,London N. Kensington-Volatile PM10,pm10,,,5.051,51.521050 -0.213492,,
DUP000314,json,uk_air_sos,1574,960,London N. Kensington,137,2131,London N. Kensington-Particulate matter less than 10 micro m (aerosol),pm10,7.1,2026-02-19 19:00:00+00,5.051,51.521050 -0.213492,,
DUP000314,json,uk_air_sos,1571,785306,London N. Kensington-Non,,,London N. Kensington-Non-volatile PM10,pm10,,,5.051,51.521050 -0.213492,,
DUP000315,aurn,aurn_register,,UKA00259,Camden Kerbside,,,,pm10,,,0,51.544233 -0.175228,UKA00259,Automatic Urban and Rural Monitoring Network (AURN)
DUP000315,json,uk_air_sos,478,785291,Camden Kerbside,,,Camden Kerbside-Volatile PM10,pm10,,,3.818,51.544210 -0.175269,,
DUP000315,json,uk_air_sos,476,805,Camden Kerbside,143,2,Camden Kerbside-Particulate matter less than 10 micro m (aerosol),pm10,,,3.818,51.544210 -0.175269,,
DUP000315,json,uk_air_sos,474,785290,Camden Kerbside-Non,,,Camden Kerbside-Non-volatile PM10,pm10,,,3.818,51.544210 -0.175269,,
DUP000316,aurn,aurn_register,,UKA00265,Leamington Spa,,,,pm10,,,0,52.288810 -1.533119,UKA00265,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network
DUP000316,json,uk_air_sos,1265,785257,Leamington Spa,,,Leamington Spa-Volatile PM10,pm10,,,0.000,52.288810 -1.533119,,
DUP000316,json,uk_air_sos,7423,7537,Leamington Spa,113,2141,Leamington Spa-Particulate matter less than 10 micro m (aerosol),pm10,18.8,2026-02-19 19:00:00+00,0.000,52.288810 -1.533119,,
DUP000316,json,uk_air_sos,1253,967,Leamington Spa,182,284,Leamington Spa-Particulate matter less than 10 micro m (aerosol),pm10,,,0.000,52.288810 -1.533119,,
DUP000316,json,uk_air_sos,1250,785256,Leamington Spa-Non,,,Leamington Spa-Non-volatile PM10,pm10,,,0.000,52.288810 -1.533119,,
DUP000317,aurn,aurn_register,,UKA00266,London Hillingdon,,,,pm10,,,0,51.496330 -0.460861,UKA00266,Automatic Urban and Rural Monitoring Network (AURN)
DUP000317,json,uk_air_sos,7459,8766,London Hillingdon,161,4911,London Hillingdon-Particulate matter less than 10 micro m (aerosol),pm10,7.5,2026-02-19 18:00:00+00,0.000,51.496330 -0.460861,,
DUP000318,aurn,aurn_register,,UKA00272,Thurrock,,,,pm10,,,0,51.477070 0.317969,UKA00272,Automatic Urban and Rural Monitoring Network (AURN)
DUP000318,json,uk_air_sos,2337,785305,Thurrock,,,Thurrock-Volatile PM10,pm10,,,0.000,51.477070 0.317969,,
DUP000318,json,uk_air_sos,7472,8946,Thurrock,178,2350,Thurrock-Particulate matter less than 10 micro m (aerosol),pm10,7.8,2026-02-19 19:00:00+00,0.000,51.477070 0.317969,,
DUP000318,json,uk_air_sos,2334,1164,Thurrock,55,494,Thurrock-Particulate matter less than 10 micro m (aerosol),pm10,,,0.000,51.477070 0.317969,,
DUP000318,json,uk_air_sos,2332,785304,Thurrock-Non,,,Thurrock-Non-volatile PM10,pm10,,,0.000,51.477070 0.317969,,
DUP000319,aurn,aurn_register,,UKA00315,London Marylebone Road,,,,pm10,,,0,51.522530 -0.154611,UKA00315,Automatic Hydrocarbon Network; Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; Heavy Metals; PAH Digitel (solid phase); Particle Concentrations and Numbers Network; UK Urban NO2 Network
DUP000319,json,uk_air_sos,1507,2009,London Marylebone Road,,,London Marylebone Road-Anthanthrene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1509,1995,London Marylebone Road,,,London Marylebone Road-Benzoin aanthracene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1510,2003,London Marylebone Road,,,London Marylebone Road-Benzoin apyrene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1511,1999,London Marylebone Road,,,London Marylebone Road-Benzoin bfluoranthene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1513,1994,London Marylebone Road,,,London Marylebone Road-Benzoin cphenanthrene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1514,2002,London Marylebone Road,,,London Marylebone Road-Benzoin epyrene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1515,2008,London Marylebone Road,,,London Marylebone Road-Benzoin ghiperylene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1516,2001,London Marylebone Road,,,London Marylebone Road-Benzoin jfluoranthene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1517,2000,London Marylebone Road,,,London Marylebone Road-Benzoin kfluoranthene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1520,1997,London Marylebone Road,,,London Marylebone Road-Chrysene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1522,2012,London Marylebone Road,,,London Marylebone Road-Coronene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1524,2006,London Marylebone Road,,,London Marylebone Road-Dibenzoin acanthracene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1525,2011,London Marylebone Road,,,London Marylebone Road-Dibenzoin aepyrene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1526,2007,London Marylebone Road,,,London Marylebone Road-Dibenzoin ahanthracene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1527,2014,London Marylebone Road,,,London Marylebone Road-Dibenzoin ahpyrene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1528,2013,London Marylebone Road,,,London Marylebone Road-Dibenzoin aipyrene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1529,2010,London Marylebone Road,,,London Marylebone Road-Dibenzoin alpyrene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1536,2005,London Marylebone Road,,,London Marylebone Road-indeno_123cd_pyrene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1557,2004,London Marylebone Road,,,London Marylebone Road-Perylene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1564,785309,London Marylebone Road,,,London Marylebone Road-Volatile PM10,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,7471,8908,London Marylebone Road,177,2212,London Marylebone Road-Particulate matter less than 10 micro m (aerosol),pm10,16.425,2026-02-19 19:00:00+00,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1554,1032,London Marylebone Road,3,355,London Marylebone Road-Particulate matter less than 10 micro m (aerosol),pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1506,1998,London Marylebone Road-5,,,London Marylebone Road-5-Methyl Chrysene in PM10 in aerosol,pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1512,1993,London Marylebone Road-Benzoin bnaphthoin 2,,,"London Marylebone Road-Benzoin bnaphthoin 2,1-dthiophene in PM10 in aerosol",pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1523,1996,London Marylebone Road-Cyclopentain c,,,"London Marylebone Road-Cyclopentain c,dpyrene in PM10 in aerosol",pm10,,,0.000,51.522530 -0.154611,,
DUP000319,json,uk_air_sos,1548,785308,London Marylebone Road-Non,,,London Marylebone Road-Non-volatile PM10,pm10,,,0.000,51.522530 -0.154611,,
DUP000320,aurn,aurn_register,,UKA00323,Narberth,,,,pm10,,,0,51.782616 -4.692370,UKA00323,Automatic Urban and Rural Monitoring Network (AURN); UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network
DUP000320,json,uk_air_sos,1733,2727,Narberth,61,400,Narberth-Particulate matter less than 10 micro m (aerosol),pm10,,,0.000,51.782616 -4.692370,,
DUP000321,aurn,aurn_register,,UKA00337,Stoke-on-Trent Centre,,,,pm10,,,0,53.028210 -2.175133,UKA00337,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network
DUP000321,json,uk_air_sos,7406,7412,Stoke-on-Trent Centre,93,3442,Stoke-on-Trent Centre-Particulate matter less than 10 micro m (aerosol),pm10,14.9,2026-02-19 18:00:00+00,0.000,53.028210 -2.175133,,
DUP000322,aurn,aurn_register,,UKA00339,Salford Eccles,,,,pm10,,,0,53.484810 -2.334139,UKA00339,Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)
DUP000322,json,uk_air_sos,2005,2193,Salford Eccles,,,Salford Eccles-Anthanthrene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2006,2179,Salford Eccles,,,Salford Eccles-Benzoin aanthracene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2007,2187,Salford Eccles,,,Salford Eccles-Benzoin apyrene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2008,2183,Salford Eccles,,,Salford Eccles-Benzoin bfluoranthene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2010,2178,Salford Eccles,,,Salford Eccles-Benzoin cphenanthrene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2011,2186,Salford Eccles,,,Salford Eccles-Benzoin epyrene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2012,2192,Salford Eccles,,,Salford Eccles-Benzoin ghiperylene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2013,2185,Salford Eccles,,,Salford Eccles-Benzoin jfluoranthene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2014,2184,Salford Eccles,,,Salford Eccles-Benzoin kfluoranthene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2016,2181,Salford Eccles,,,Salford Eccles-Chrysene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2017,2196,Salford Eccles,,,Salford Eccles-Coronene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2019,2190,Salford Eccles,,,Salford Eccles-Dibenzoin acanthracene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2020,2195,Salford Eccles,,,Salford Eccles-Dibenzoin aepyrene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2021,2191,Salford Eccles,,,Salford Eccles-Dibenzoin ahanthracene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2022,2198,Salford Eccles,,,Salford Eccles-Dibenzoin ahpyrene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2023,2197,Salford Eccles,,,Salford Eccles-Dibenzoin aipyrene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2024,2194,Salford Eccles,,,Salford Eccles-Dibenzoin alpyrene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2025,2189,Salford Eccles,,,Salford Eccles-indeno_123cd_pyrene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2034,2188,Salford Eccles,,,Salford Eccles-Perylene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2036,785259,Salford Eccles,,,Salford Eccles-Volatile PM10,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2032,876,Salford Eccles,163,187,Salford Eccles-Particulate matter less than 10 micro m (aerosol),pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,7390,7107,Salford Eccles,75,2047,Salford Eccles-Particulate matter less than 10 micro m (aerosol),pm10,28.6,2026-02-19 19:00:00+00,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2004,2182,Salford Eccles-5,,,Salford Eccles-5-Methyl Chrysene in PM10 in aerosol,pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2009,2177,Salford Eccles-Benzoin bnaphthoin 2,,,"Salford Eccles-Benzoin bnaphthoin 2,1-dthiophene in PM10 in aerosol",pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2018,2180,Salford Eccles-Cyclopentain c,,,"Salford Eccles-Cyclopentain c,dpyrene in PM10 in aerosol",pm10,,,0.000,53.484810 -2.334139,,
DUP000322,json,uk_air_sos,2029,785258,Salford Eccles-Non,,,Salford Eccles-Non-volatile PM10,pm10,,,0.000,53.484810 -2.334139,,
DUP000323,aurn,aurn_register,,UKA00353,Barnsley Gawber,,,,pm10,,,0,53.562920 -1.510436,UKA00353,Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; Non-Automatic Hydrocarbon Network
DUP000323,json,uk_air_sos,7473,9899,Barnsley Gawber,186,5073,Barnsley Gawber-Particulate matter less than 10 micro m (aerosol),pm10,22.4,2026-02-19 19:00:00+00,0.000,53.562920 -1.510436,,
DUP000324,aurn,aurn_register,,UKA00360,Plymouth Centre,,,,pm10,,,0,50.371670 -4.142361,UKA00360,Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)
DUP000324,json,uk_air_sos,7450,8133,Plymouth Centre,146,2262,Plymouth Centre-Particulate matter less than 10 micro m (aerosol),pm10,12.4,2026-02-19 18:00:00+00,0.000,50.371670 -4.142361,,
DUP000324,json,uk_air_sos,1889,1084,Plymouth Centre,36,405,Plymouth Centre-Particulate matter less than 10 micro m (aerosol),pm10,,,0.000,50.371670 -4.142361,,
DUP000325,aurn,aurn_register,,UKA00362,Wicken Fen,,,,pm10,,,0,52.298500 0.290917,UKA00362,Automatic Urban and Rural Monitoring Network (AURN); Black Carbon
DUP000325,json,uk_air_sos,7467,8784,Wicken Fen,171,4956,Wicken Fen-Particulate matter less than 10 micro m (aerosol),pm10,9.2,2026-02-19 18:00:00+00,0.000,52.298500 0.290917,,
DUP000326,aurn,aurn_register,,UKA00380,Newport,,,,pm10,,,0,51.601203 -2.977281,UKA00380,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)
DUP000326,json,uk_air_sos,1773,2124,Newport,,,Newport-Anthanthrene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1775,2110,Newport,,,Newport-Benzoin aanthracene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1776,2118,Newport,,,Newport-Benzoin apyrene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1777,2114,Newport,,,Newport-Benzoin bfluoranthene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1779,2109,Newport,,,Newport-Benzoin cphenanthrene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1780,2117,Newport,,,Newport-Benzoin epyrene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1781,2123,Newport,,,Newport-Benzoin ghiperylene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1782,2116,Newport,,,Newport-Benzoin jfluoranthene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1783,2115,Newport,,,Newport-Benzoin kfluoranthene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1784,2112,Newport,,,Newport-Chrysene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1785,2127,Newport,,,Newport-Coronene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1787,2121,Newport,,,Newport-Dibenzoin acanthracene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1788,2126,Newport,,,Newport-Dibenzoin aepyrene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1789,2122,Newport,,,Newport-Dibenzoin ahanthracene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1790,2129,Newport,,,Newport-Dibenzoin ahpyrene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1791,2128,Newport,,,Newport-Dibenzoin aipyrene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1792,2125,Newport,,,Newport-Dibenzoin alpyrene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1793,2120,Newport,,,Newport-indeno_123cd_pyrene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1801,2119,Newport,,,Newport-Perylene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1802,785221,Newport,,,Newport-Volatile PM10,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1799,1060,Newport,12,381,Newport-Particulate matter less than 10 micro m (aerosol),pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,7392,7111,Newport,77,2238,Newport-Particulate matter less than 10 micro m (aerosol),pm10,7.9,2026-02-19 19:00:00+00,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1772,2113,Newport-5,,,Newport-5-Methyl Chrysene in PM10 in aerosol,pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1778,2108,Newport-Benzoin bnaphthoin 2,,,"Newport-Benzoin bnaphthoin 2,1-dthiophene in PM10 in aerosol",pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1786,2111,Newport-Cyclopentain c,,,"Newport-Cyclopentain c,dpyrene in PM10 in aerosol",pm10,,,0.000,51.601203 -2.977281,,
DUP000326,json,uk_air_sos,1797,785220,Newport-Non,,,Newport-Non-volatile PM10,pm10,,,0.000,51.601203 -2.977281,,
DUP000327,aurn,aurn_register,,UKA00381,Scunthorpe Town,,,,pm10,,,0,53.586340 -0.636811,UKA00381,Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)
DUP000327,json,uk_air_sos,2071,2239,Scunthorpe Town,,,Scunthorpe Town-Anthanthrene in PM10 in aerosol,pm10,,,0.000,53.586340 -0.636811,,
DUP000327,json,uk_air_sos,2073,2225,Scunthorpe Town,,,Scunthorpe Town-Benzoin aanthracene in PM10 in aerosol,pm10,,,0.000,53.586340 -0.636811,,
DUP000327,json,uk_air_sos,2074,2233,Scunthorpe Town,,,Scunthorpe Town-Benzoin apyrene in PM10 in aerosol,pm10,,,0.000,53.586340 -0.636811,,
DUP000327,json,uk_air_sos,2075,2229,Scunthorpe Town,,,Scunthorpe Town-Benzoin bfluoranthene in PM10 in aerosol,pm10,,,0.000,53.586340 -0.636811,,
