"UK-AIR ID","EU Site ID","EMEP Site ID","Site Name","Environment Type","Zone","Start Date","End Date","Latitude","Longitude","Northing","Easting","Altitude (m)","Networks","AURN Pollutants Measured","Site Description"
"UKA00629","GB1070A","","Plymouth Tavistock Road","Urban Traffic","South West","2017-01-01","","50.411058","-4.130288","58968.18","248732.46","107","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station on grass verge on eastern side of Tavistock Road (the A386), a major route into Plymouth. Located around 90 metres north of Plumer Road. The monitoring station is located approximately 6 metres from the kerb."
"UKA00501","GB0906A","","Port Talbot Margam","Urban Industrial","Swansea Urban Area","2007-01-01","","51.583950","-3.770822","188718.68","277405.85","5","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing located within the grounds of a fire station. The nearest road is approximately 10 metres from the station and is an entrance to the steel works. The nearest main road, A48 Commercial Road, is approximately 115 metres from the station, the M4 is approximately 350 metres to the NW. The surrounding area is open land associated with the steel works and residential dwellings. The monitoring station is located around 150 metres from the steel works boundary fence. "
"UKA00421","GB0733A","","Portsmouth","Urban Background","Portsmouth Urban Area","2001-01-01","","50.828810","-1.068583","103665.77","465695.06","5","Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)","","The monitoring station is located in a self contained, air conditioned housing within the grounds of a primary school in a residential area of Hilsea. The manifold inlet is approximately 3.5 metres high and is approximately 5 metres from the kerbside of the nearest road, Curtis Mead. The A2047, London Road is approximately 120 metres from the station and has a traffic flow of 13,000 vehicles per day. The surrounding area is residential in nature. "
"UKA00651","GB1093A","","Portsmouth Anglesea Road","Urban Traffic","Portsmouth Urban Area","2018-01-01","","50.798339","-1.095558","100254.00","463837.00","6","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station beside A3 Anglesea Road, at the south west corner of Victoria Park. The monitoring station is located approximately 5.5 metres from the kerb."
"UKA00408","GB0731A","","Preston","Urban Background","Preston Urban Area","2000-06-06","","53.765590","-2.680353","430130.62","355249.54","40","Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)","","The monitoring station is located in a self contained cabin situated on an area of cleared land within a terraced housing development, on the east side of the town centre. The nearest road is approximately 4 metres from the station. This is a minor residential road. The nearest main road is the B6243, Ribbleton Lane approximately 70 metres from the station. The surrounding area is a mixture of residential and commercial properties. "
"UKA00620","GB1061A","","Reading London Road","Urban Traffic","Reading/Wokingham Urban Area","2016-03-04","","51.454896","-0.940382","173411.72","473721.40","45","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","This monitoring site is located on the south side of the A4, approx. 3m from the kerb. Located around 100m west of the Sutton Seeds Roundabout."
"UKA00462","GB0840A","","Reading New Town","Urban Background","Reading/Wokingham Urban Area","2003-10-17","","51.453090","-0.944067","173207.18","473468.26","58","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing within a cemetery surrounded by trees. The cemetery occupies a triangular site at the junction of two busy main roads (A4 and A329) to the east of the town centre. The roads are approximately 100 metres from the station. The surrounding area is high density residential dwellings."
"UKA01053","GB1495A","","Reading Rose Kiln Lane","Urban Traffic","Reading/Wokingham Urban Area","2024-11-07","","51.445900","-0.976081","172376.00","471255.00","36","Automatic Urban and Rural Monitoring Network (AURN)","","Verge of Rose Kiln Lane, in a residential area to the south of Reading. Surrounding area includes housing and retail parks."
"UKA01154","GB1597A","","Redcar Milford Walk","Urban Background","Teesside Urban Area","2026-02-05","","54.600476","-1.077845","523201.70","459672.40","9","Automatic Urban and Rural Monitoring Network (AURN)","",""
"UKA00251","GB0617A","","Rochester Stoke","Rural Background","South East","1996-01-26","","51.456170","0.634889","176313.73","583157.86","14","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located on the western boundary of a rural primary school. The nearest main road is approximately 80 metres to the east of the location with a low traffic volume. The area is generally open and rural with young trees within 1 metre to the monitoring station. The Medway estuary and accompanying industy lie approximately 3 kilometres to the west and south."
"UKA01054","GB1496A","","Rotherham East Dene","Urban Background","Sheffield Urban Area","2024-09-13","","53.436248","-1.323872","393487.00","445015.00","25","Automatic Urban and Rural Monitoring Network (AURN)","","Wide grass verge of Broadway East, a residential road in the East Dene area of Rotherham."
"UKA00339","GB0660A","","Salford Eccles","Urban Background","Greater Manchester Urban Area","1997-03-20","","53.484810","-2.334139","398729.04","377924.61","30","Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing immediately adjacent to local amenities. The nearest major road to the station is the M602, approximately 250 metres to the north with the A56/A567 200 metres to the east. The surrounding area is generally open and comprised of suburban properties with a chemical plant 350 metres to the south."
"UKA00569","GB1022A","","Saltash Callington Road","Urban Traffic","South West","2013-01-01","","50.411463","-4.227678","59216.12","241814.58","65","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained air conditioned mobile unit within the fenced grounds of Saltash community fire station on Callington Road. The surrounding area comprises residential houses, in an urban environment. The monitoring station is located approximately 2.7 metres from the kerb."
"UKA00381","GB0841A","","Scunthorpe Town","Urban Industrial","Yorkshire & Humberside","1999-01-01","","53.586340","-0.636811","410836.36","490337.58","36","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing located on an open, grass area adjacent to Rowland Road. The nearest major road, Brigg Road (A1029), is approximately 180 metres to the east of the site. The surrounding area is residential and commercial with a large heavy industrial area 400 metres to the east."
"UKA00579","GB1031A","","Shaw Crompton Way","Urban Traffic","Greater Manchester Urban Area","2014-04-01","","53.579227","-2.093844","409185.48","393883.99","193","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station is within a self-contained air conditioned mobile unit along the roadside of A663 - Crompton way, in the vicinity of Shaw and Crompton town centre. Located at the corner of Crompton Street and Provident Street. The railway station lies 400 m to the southeast. The immediate area around the inlet is open with the wider area comprising of residential properties. The monitoring station is located approximately 2.5 metres from the kerb."
"UKA00622","GB1063A","","Sheffield Barnsley Road","Urban Traffic","Sheffield Urban Area","2016-08-01","","53.404950","-1.455815","389930.10","436276.16","82","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station on grass verge beside the A6135, Barnsley Road, Sheffield. Located adjacent to Earl Marshal Road. The monitoring station is located approximately 4.5 metres from the kerb."
"UKA00575","GB1027A","","Sheffield Devonshire Green","Urban Background","Sheffield Urban Area","2013-10-31","","53.378622","-1.478096","386990.00","434816.00","89","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; Non-Automatic Hydrocarbon Network","","The monitoring station is within a self-contained air conditioned mobile unit located next to a skate park, within the grounds of Devonshire Green Park. The nearest road is Eldon Street, 45m to the east. The surrounding area is mainly open land with the nearest tree occurring within a distance of 8 meters."
"UKA00181","GB0538A","","Sheffield Tinsley","Urban Background","Sheffield Urban Area","1990-11-28","","53.410580","-1.396139","390588.34","440238.23","90","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing within the grounds of the Tinsley Community Centre approximately 200 metres east of the M1 motorway. The surrounding area is generally open, with residential areas to the east of the M1 and light industrial premises to the west of the M1."
"UKA01055","GB1497A","","Shrewsbury Underdale","Urban Background","West Midlands","2024-05-16","","52.715083","-2.726833","313295.20","350997.50","59","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon","","Green area off Clive Way in residential Underdale area, in the east of  Shrewsbury."
"UKA00012","GB0039R","GB0039R","Sibton","Rural Background","Eastern","1973-07-01","","52.294400","1.463497","271902.06","636275.79","46","Automatic Urban and Rural Monitoring Network (AURN); UKEAP: National Ammonia Monitoring Network","","The monitoring station is within a self-contained housing located within the grounds of a disused concrete water tower, now a communications tower. The nearest road is approximately 30 metres from the monitoring station and is a quiet rural road. The surrounding area is generally open and comprises fields and mature tree woodlands and hedgerows."
"UKA01091","GB1532A","","Slough Windmill Bath Road","Urban Traffic","South East","2025-01-14","","51.512230","-0.610392","180171.00","496528.00","21","Automatic Urban and Rural Monitoring Network (AURN)","","Roadside monitoring site at the front of the Windmill Care Centre beside the A4 Bath Road through Slough."
"UKA00613","GB1056A","","Southampton A33","Urban Traffic","Southampton Urban Area","2016-01-01","","50.920265","-1.463484","113559.78","437808.99","5","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","This site is situated approximately 5m from the eastbound carriageway of the A33. Located 200m west of Parkside Avenue."
"UKA00235","GB0598A","","Southampton Centre","Urban Background","Southampton Urban Area","1994-01-04","","50.908173","-1.395757","112251.87","442580.60","7","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is within a self-contained air-conditioned housing located at a junction of a residential road (Brinton Road) and a six-lane dual carriageway (Northern Road) with periodic congestion during peak traffic flow periods. The manifold inlet is approximately 10 metres from the residential road kerbside, 20 metres from Northern Road. The surrounding area is mainly urban residential."
"UKA01096","GB1538A","","Southend Shoeburyness","Urban Background","Southend Urban Area","2025-03-18","","51.537836","0.792578","185800.00","593765.00","7","Automatic Urban and Rural Monitoring Network (AURN)","","Residential area of Shoeburyness (to the east of Southend) close to school and family centre."
"UKA00409","GB0728A","","Southend-on-Sea","Urban Background","Southend Urban Area","2000-07-24","","51.544166","0.678331","186207.45","585817.38","37","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained air-conditioned housing located near the Information Centre in Chalkwell Park. The manifold is approximately 90 metres west of the nearest minor road, Chalkwell Road, and about 160 metres S from the nearest major road, A13 London Road. The surrounding area in the immediate vicinity of the site is open park with the wider area comprising predominantly of urban residential premises."
"UKA00558","GB1012A","","Southwark A2 Old Kent Road","Urban Traffic","Greater London Urban Area","2011-01-01","","51.480499","-0.059550","177512.01","534844.25","3","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is a roadside cabin on the busy A2, Old Kent Road. It is located in the vicinity of Devonshire Grove and a short distance south-east from the previous Old Kent Road site which closed in 2006. It is hoped that this will provide some continuity in the measurements. To the south of the site is a large open car park. Most of the surrounding area is paved or tarmac surface and there are few trees or plants. The monitoring station is located approximately 2 metres from the kerb."
"UKA00627","GB1068A","","St Helens Linkway","Urban Traffic","Liverpool Urban Area","2016-09-27","","53.451826","-2.742134","395264.00","350812.97","32","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station beside Linkway (A58) dual carriageway though St Helens, in the vicinity of St Helens College. The monitoring station is located approximately 6.5 metres from the kerb."
"UKA00445","GB0754A","GB0050R","St Osyth","Rural Background","Eastern","2002-05-11","","51.777874","1.049010","213198.47","610430.33","8","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon","","The monitoring station is within a self-contained air-conditioned housing located next to a water pumping station in marshland near Clacton-on-Sea. The manifold inlet is approximately 2 kilometres from the nearest residences in Point Clear. The only road within 2 kilometres is Beach Road, a rural access Road. The surrounding area is open rural and marshland."
"UKA00525","GB0924A","","Stanford-le-Hope Roadside","Urban Traffic","Eastern","2008-01-22","","51.518167","0.439548","182737.17","569358.49","18","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station is within a self-contained air-conditioned housing located on the south side of the A1014 - The Manorway, at the end of Abbots Hall Chase. The surrounding area is residential with open pastures to the east an oil refinery 2 kilometres away on the Thames estuary. The monitoring station is located approximately 4 metres from the kerb."
"UKA00599","GB1041A","","Stockton-on-Tees A1305 Roadside","Urban Traffic","Teesside Urban Area","2015-05-01","","54.565819","-1.315900","519169.64","444331.00","15","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station lies within a self-contained air conditioned mobile unit along the roadside of A1305 road, in the southern edge of the town. The surrounding area comprises residences, business and services, in an urban environment. The roads A177, A139 and A1305 cross at approximately 640 m of the site. The monitoring station is located approximately 4 metres from the kerb."
"UKA00535","GB0956A","","Stockton-on-Tees Eaglescliffe","Urban Traffic","North East","2008-09-01","","54.516667","-1.358547","513674.44","441623.38","29","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is within a self-contained air-conditioned housing located within the grounds of Eaglescliffe School. The inlet manifold is 4.5 metres from the kerb of the A67, opposite Marion Avenue. The surrounding area is urban residential."
"UKA00610","GB1052A","","Stoke-on-Trent A50 Roadside","Urban Traffic","The Potteries","2015-05-22","","52.980436","-2.111898","342571.56","392584.10","179","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station beside the dual carriageway A50 through Stoke. Located between the main road and a parallel side road (Uttoxeter Road), near pedestrian footbridge. The monitoring station is located approximately 4 metres from the kerb."
"UKA00337","GB0658A","","Stoke-on-Trent Centre","Urban Background","The Potteries","1997-03-11","","53.028210","-2.175133","347894.69","388351.33","172","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is located in a self-contained, air-conditioned housing situated in the northern part of the central business district of Hanley. The station lies approximately 5 metres from the approach road to a busy multi-storey car park which is located some 50 metres from the station. The nearest busy road is the A50 Potteries Way, a ring-road which lies in a cutting about 130 metres to the north-east of the monitoring site. The surrounding area is open grass with few trees and comprises light commercial properties."
"UKA00548","GB1006A","","Storrington Roadside","Urban Traffic","South East","2009-08-01","","50.916932","-0.449548","114196.60","509085.61","41","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located on the junction of A283 Manley's Hill and Meadowside. The surrounding area is open suburban with residential and commercial buildings. There is a quarried site 450 metres to the SE. The monitoring station is located approximately 6 metres from the kerb."
"UKA00162","GB0015R","GB0015R","Strathvaich","Rural Background","Highland","1987-03-18","","57.734456","-4.776583","875022.85","234787.31","270","Automatic Urban and Rural Monitoring Network (AURN); UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Rural NO2","","The monitoring station is within a self-contained, air conditioned housing located on remote moorland approximately 500 metres from the nearest inhabited dwellings. The nearest road is approximately 150 metres from the site and used for access only. The surrounding area is open and remote. The site is at the SE corner of a large body of open water - Loch Vaich."
"UKA00484","GB0863A","","Sunderland Silksworth","Urban Background","North East","2004-12-09","","54.883610","-1.406878","554478.51","438149.81","110","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air conditioned housing located next to an access road that leads to a sports centre and superstore delivery entrance. The inlet manifold is 50 metres from the nearest minor road, Silksworth Rd. The immediate surrounding area is open with residential areas occurring beyond 200 metres."
"UKA00601","GB1043A","","Sunderland Wessington Way","Urban Traffic","North East","2015-01-15","","54.918390","-1.408391","558348.00","438020.00","29","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station lies within a self-contained air conditioned mobile unit along the roadside of A1231 - Wessington way road, in the Northeast outskirts of Sunderland city. The monitoring station is located in the vicinity of Abbay Street. The surrounding area comprises the Tyne and Wear enterprise park, 150 m to the south, and a highly dense residential area that starts in the site's Northern border. The monitoring station is located approximately 6 metres from the kerb."
"UKA00497","GB0896A","","Swansea Roadside","Urban Traffic","Swansea Urban Area","2006-09-20","","51.632696","-3.947374","194450.54","265319.00","61","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located on a grassed road frontage of a busy dual-carriageway, the A483 Carmarthen Road. The monitoring station is adjacent to Lyon Street. The surrounding area is predominantly residential with some commercial premises nearby. The monitoring station is located approximately 4.5 metres from the kerb."
"UKA00650","GB1092A","","Swindon Walcot","Urban Background","South West","2018-01-01","","51.558061","-1.765678","184379.00","416341.00","104","Automatic Urban and Rural Monitoring Network (AURN)","","The site is 40.5m from the nearest road, South view avenue."
"UKA01038","GB1480A","","Tallington","Rural Background","East Midlands","2023-12-11","","52.656308","-0.381000","307739.00","509609.00","17","Automatic Urban and Rural Monitoring Network (AURN)","","This is a rural monitoring station, located at a river gauging station beside the River Welland near the village of Tallington, Lincolnshire. Surroundings are mostly farm land."
"UKA01099","GB1541A","","Tameside A635 Manchester Road","Urban Traffic","Greater Manchester Urban Area","2025-04-01","","53.482437","-2.113912","398419.10","392538.00","100","Automatic Urban and Rural Monitoring Network (AURN)","","Roadside site beside the A635 through Ashton-under-Lyne, Tameside, to the east of the city of Manchester."
"UKA00648","GB1090A","","Telford Hollinswood","Urban Background","West Midlands","2017-11-01","","52.673471","-2.436692","308508.00","370569.00","134","Automatic Urban and Rural Monitoring Network (AURN)","","The nearest road, Dale Acre Way is 48m from the site."
"UKA00272","GB0645A","","Thurrock","Urban Background","Eastern","1996-09-01","","51.477070","0.317969","177893.10","561068.85","4","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within an existing permanent building located adjacent to the Southend to Fenchurch Street railway line. The station is approximately 35 metres from the kerbside of the busy A126 London Road. The surrounding area is mainly residential with local light industry and commercial areas nearby. The site is approximately 400 metres north of the River Thames."
"UKA01026","GB1468A","","Toft Newton","Rural Background","East Midlands","2023-09-26","","53.374133","-0.449788","387483.28","503230.58","12","Automatic Urban and Rural Monitoring Network (AURN)","","Rural site in the grounds of Toft Newton reservoir, near Market Rasen, Lincolnshire."
"UKA01107","GB1549A","","Wakefield Alverthorpe","Urban Background","West Yorkshire Urban Area","2025-07-01","","53.687360","-1.522209","421317.80","431651.50","44","Automatic Urban and Rural Monitoring Network (AURN)","","The site is located in a green space within a residential area near the outskirts of Wakefield."
"UKA01117","GB1559A","","Walsall Caldmore","Urban Background","West Midlands Urban Area","2025-12-16","","52.574031","-1.983799","297357.00","401195.00","128","Automatic Urban and Rural Monitoring Network (AURN)","",""
"UKA00565","GB1020A","","Walsall Woodlands","Urban Background","West Midlands Urban Area","2012-06-19","","52.605641","-2.030371","300873.49","398040.28","149","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located within the grounds of Woodlands School. At the edge of a residential road, Hunt's Lane. The area is mostly residential with some light industry. There is a wooded area 120 metres to the west with the M6 beyond that, approximately 660 metres from the station."
"UKA00538","GB0958A","","Warrington","Urban Background","North West & Merseyside","2008-10-21","","53.389225","-2.615593","388219.55","359156.22","11","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air conditioned housing located at the rear of Sacred Heart Primary School, Warrington. The manifold is approximately 100 metres north of the nearest major road, A57 Sankey Way. The A57 is a busy dual-carriageway. The surrounding area is open, lightly wooded park land to the west of the site and urban residential to the east of the site."
"UKA00658","GB1099A","","West Bromwich Kenrick Park","Urban Background","West Midlands Urban Area","2019-04-01","","52.508342","-1.986070","290049.92","401042.50","156","Automatic Urban and Rural Monitoring Network (AURN)","",""
"UKA00433","GB0745A","GB0049R","Weybourne","Rural Background","Eastern","2001-05-30","","52.950490","1.122017","343796.13","609834.35","16","Automatic Urban and Rural Monitoring Network (AURN); Ozone / UV; TOMPs","","The monitoring station is housed within an existing building (Weybourne Atmospheric Observatory) in a remote location on the North coast of Norfolk, approximately 150 metres from the shore. The nearest settlement is Weybourne at a distance of approximately 1 kilometre. The surrounding area is rural."
"UKA00362","GB0045R","GB0045R","Wicken Fen","Rural Background","Eastern","1997-10-15","","52.298500","0.290917","269179.35","556315.59","5","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon","","The monitoring station is within a self-contained, air conditioned housing located within a field in a rural setting. The nearest road is a small rural track used access only. The closest dwellings are approximately 150 metres east of the monitoring station. The surrounding area is open with isolated trees in open fields."
"UKA00603","GB1045A","","Widnes Milton Road","Urban Traffic","North West & Merseyside","2015-03-09","","53.365391","-2.731680","385640.92","351408.56","13","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station is within a self-contained air conditioned mobile unit along the road side of Milton road, approximately 500 meters North of Widnes town centre. The site's vicinity comprises some residential houses and shops. The B5149 Kingsway road lies 100m to the west. The monitoring station is located approximately 4 metres from the kerb."
"UKA00482","GB0864A","","Wigan Centre","Urban Background","North West & Merseyside","2004-10-08","","53.549140","-2.638139","406023.56","357816.06","45","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air conditioned housing located adjacent to the hockey turf at Deanery High School. The inlet manifold is approximately 180 metres from the nearest minor roads, Frog Lane to the south and Parson's walk to the east. The surrounding area is predominantly residential with industrial and commercial areas to the south."
"UKA00406","GB0730A","","Wirral Tranmere","Urban Background","Birkenhead Urban Area","2000-05-14","","53.372870","-3.022722","386710.96","332053.93","38","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is housed within a self-contained, air-conditioned unit located within the fenced Community Garden which forms part of Victoria Park in Tranmere. The manifold is approximately 50 metres from the nearest minor road, Bebington Road. The Park is approximately 11.6 hectares in size and is bound by residential areas. There is a Gas facility 1.2 kilometres to the west on the banks of the River Mersey. "
"UKA01098","GB1540A","","Worcester Tolladine","Urban Background","West Midlands","2025-03-24","","52.209364","-2.180563","256809.00","387758.70","40","Automatic Urban and Rural Monitoring Network (AURN)","","The site is situated to the east of a terrace of houses along Tolladine Road. The immediate area surrounding the inlet is primarily residential, with an industrial area approximately 250m to the north. The B4368 lies 100m to the east of the site."
"UKA00628","GB1069A","","Worthing A27 Roadside","Urban Traffic","Brighton/Worthing/Littlehampton","2016-10-01","","50.832947","-0.379916","104962.96","514185.01","14","Automatic Urban and Rural Monitoring Network (AURN)","","Roadside monitoring station beside A27, a busy route through Worthing. Next to pavement; housing nearby. Approximately 50 metres east of Grove Lodge Roundabout. The monitoring station is located approximately 3.5 metres from the kerb."
"UKA01061","GB1503A","","Worthing East Ten Acres","Urban Background","Brighton/Worthing/Littlehampton","2024-08-16","","50.817286","-0.353272","103263.00","516100.00","8","Automatic Urban and Rural Monitoring Network (AURN)","","Green area surrounded by housing in Ten Acres, residential area of Worthing. Approximately 550m from the coast to the south."
"UKA00440","GB0755A","","Wrexham","Urban Traffic","North Wales","2002-03-01","","53.042282","-3.002829","349916.20","332861.75","70","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is housed within a self-contained, air-conditioned unit located opposite Victoria County Primary School on the kerbside of Victoria Road (A5152) and 70 metres from Ruthin Road (A525). The surrounding area comprises residential and open common areas.  The monitoring station is located approximately 5 metres from the kerb."
"UKA00168","GB0013R","GB0013R","Yarner Wood","Rural Background","South West","1987-06-26","","50.597600","-3.716510","78948.50","278610.58","119","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Rural NO2","","The monitoring station is within a self-contained, air-conditioned housing located in a rural landscape. The nearest road is an access road approximately 60 metres distance. The surrounding area is partly wooded, partly open and comprises rural heath land."
"UKA00523","GB0918A","","York Bootham","Urban Background","Yorkshire & Humberside","2008-01-01","","53.967513","-1.086514","452767.99","460023.83","15","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is within a self-contained, air-conditioned housing located within the SW carpark of Bootham Hospital at the edge of large playing fields. The manifold inlet is 50 metres from the nearest minor road, Grosvenor Terrace. The nearest major road is the A19, 320 metres to the SW. The surrounding area is urban residential."
"UKA00524","GB0919A","","York Fishergate","Urban Traffic","Yorkshire & Humberside","2008-01-01","","53.951889","-1.075861","451038.75","460745.34","16","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is within a self-contained housing located on a traffic island opposite Fishergate Primary School. The site is situated between the north and south bound lanes of the A19 Fishergate. The surrounding area is predominantly residential with elements of commercial and light industrial properties. The monitoring station is located approximately 1.5 metres from the kerb."
