"UK-AIR ID","EU Site ID","EMEP Site ID","Site Name","Environment Type","Zone","Start Date","End Date","Latitude","Longitude","Northing","Easting","Altitude (m)","Networks","AURN Pollutants Measured","Site Description"
"UKA00447","GB0193R","GB0193R","Oldmeldrum","Rural Background","North East Scotland","2002-07-30","","57.336296","-2.280387","827342.55","383219.59","126","UKEAP: National Ammonia Monitoring Network","",""
"UKA00258","GB0633A","","Oxford Centre Roadside","Urban Traffic","South East","1996-04-15","","51.751745","-1.257463","206155.28","451354.97","60","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; UK Urban NO2 Network","","The monitoring station is within the basement of the town hall on the A428 St Aldate's, close to the centre of Oxford. The surrounding area is a popular location for tourists and comprises of urban business and commercial properties. The monitoring station is located approximately 2 metres from the kerb."
"UKA00518","GB0920A","","Oxford St Ebbes","Urban Background","South East","2008-01-01","","51.744806","-1.260278","205381.56","451168.47","58","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is located within a self contained, air conditioned housing within the grounds of St Ebbe's School, White House Road. The nearest road a minor road approximately 5 metres from the station. The surrounding area comprises of open fields and residential dwellings. "
"UKA00551","GB0998A","","Peebles","Urban Background","Scottish Borders","2009-11-06","","55.657472","-3.196527","641087.92","324814.65","167","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located within a self contained, air conditioned housing in the Northernmost corner of the Council office grounds, in a residential area of Peebles. The nearest road is a minor road and is within 10 metres of the station. The A703 is approximately 300 metres from the station. The surrounding area is residential in nature. "
"UKA00504","GB0413A","","Percy's Cross","Rural Background","North East","2007-03-22","","55.235677","-2.186631","593512.68","388229.38","170","UKEAP: Precip-Net; UKEAP: Rural NO2","",""
"UKA01088","GB1530A","","Perth Glasgow Road","Urban Traffic","North East Scotland","2025-01-01","","56.388236","-3.478055","722754.00","308843.00","28","Automatic Urban and Rural Monitoring Network (AURN)","",""
"UKA01052","GB1494A","","Peterborough Garton End","Urban Background","Eastern","2024-10-01","","52.594012","-0.248945","301018.98","518709.00","13","Automatic Urban and Rural Monitoring Network (AURN)","","Grass area off Warbon Avenue, Garton End area of Peterborough. Surroundings residential."
"UKA00493","GB0194R","GB0194R","Plas Y Brenin","Rural Background","North Wales","2006-05-17","","53.101798","-3.917932","357786.13","271689.97","186","UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network","",""
"UKA00360","GB0687A","","Plymouth Centre","Urban Background","South West","1997-09-29","","50.371670","-4.142361","54613.65","247748.49","18","Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)","","The monitoring station is within an existing brick building located in the main pedestrianised shopping area in the city centre. The nearest road, Royal Parade is approximately 140 metres from the station and is a busy urban dual-carriageway. The surrounding area comprises business and retail outlets in an urban environment."
"UKA00629","GB1070A","","Plymouth Tavistock Road","Urban Traffic","South West","2017-01-01","","50.411058","-4.130288","58968.18","248732.46","107","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station on grass verge on eastern side of Tavistock Road (the A386), a major route into Plymouth. Located around 90 metres north of Plumer Road. The monitoring station is located approximately 6 metres from the kerb."
"UKA00385","GB0170R","GB0170R","Pointon","Rural Background","East Midlands","1999-02-10","","52.866914","-0.325915","331249.35","512789.80","5","UKEAP: National Ammonia Monitoring Network","",""
"UKA00180","GB0337A","","Polloch","Rural Background","Highland","1990-10-16","","56.759708","-5.613202","768950.56","179243.60","30","UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Rural NO2","",""
"UKA00560","GB1015A","","Pontardawe Brecon Road","Suburban Industrial","Swansea Urban Area","2011-04-01","","51.726513","-3.843442","204696.97","272775.03","53","Heavy Metals","",""
"UKA00557","GB1016A","","Pontardawe Tawe Terrace","Urban Industrial","Swansea Urban Area","2011-01-01","","51.720007","-3.847216","203980.05","272496.07","34","Heavy Metals","",""
"UKA00501","GB0906A","","Port Talbot Margam","Urban Industrial","Swansea Urban Area","2007-01-01","","51.583950","-3.770822","188718.68","277405.85","5","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing located within the grounds of a fire station. The nearest road is approximately 10 metres from the station and is an entrance to the steel works. The nearest main road, A48 Commercial Road, is approximately 115 metres from the station, the M4 is approximately 350 metres to the NW. The surrounding area is open land associated with the steel works and residential dwellings. The monitoring station is located around 150 metres from the steel works boundary fence. "
"UKA00487","GB0130R","GB0130R","Porton Down 2","Rural Background","South West","2005-06-01","","51.144920","-1.682350","138454.09","422316.98","108","UKEAP: National Ammonia Monitoring Network","",""
"UKA00421","GB0733A","","Portsmouth","Urban Background","Portsmouth Urban Area","2001-01-01","","50.828810","-1.068583","103665.77","465695.06","5","Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)","","The monitoring station is located in a self contained, air conditioned housing within the grounds of a primary school in a residential area of Hilsea. The manifold inlet is approximately 3.5 metres high and is approximately 5 metres from the kerbside of the nearest road, Curtis Mead. The A2047, London Road is approximately 120 metres from the station and has a traffic flow of 13,000 vehicles per day. The surrounding area is residential in nature. "
"UKA00651","GB1093A","","Portsmouth Anglesea Road","Urban Traffic","Portsmouth Urban Area","2018-01-01","","50.798339","-1.095558","100254.00","463837.00","6","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station beside A3 Anglesea Road, at the south west corner of Victoria Park. The monitoring station is located approximately 5.5 metres from the kerb."
"UKA00408","GB0731A","","Preston","Urban Background","Preston Urban Area","2000-06-06","","53.765590","-2.680353","430130.62","355249.54","40","Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)","","The monitoring station is located in a self contained cabin situated on an area of cleared land within a terraced housing development, on the east side of the town centre. The nearest road is approximately 4 metres from the station. This is a minor residential road. The nearest main road is the B6243, Ribbleton Lane approximately 70 metres from the station. The surrounding area is a mixture of residential and commercial properties. "
"UKA00110","GB0332A","","Preston Montford","Rural Background","West Midlands","1986-01-14","","52.724311","-2.841579","314406.13","343258.21","70","UKEAP: Precip-Net","",""
"UKA00173","GB0336A","","Pumlumon","Rural Background","North Wales","1989-01-23","","52.453809","-3.731754","285394.49","282418.20","390","UKEAP: Precip-Net; UKEAP: Rural NO2","",""
"UKA00620","GB1061A","","Reading London Road","Urban Traffic","Reading/Wokingham Urban Area","2016-03-04","","51.454896","-0.940382","173411.72","473721.40","45","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","This monitoring site is located on the south side of the A4, approx. 3m from the kerb. Located around 100m west of the Sutton Seeds Roundabout."
"UKA00462","GB0840A","","Reading New Town","Urban Background","Reading/Wokingham Urban Area","2003-10-17","","51.453090","-0.944067","173207.18","473468.26","58","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing within a cemetery surrounded by trees. The cemetery occupies a triangular site at the junction of two busy main roads (A4 and A329) to the east of the town centre. The roads are approximately 100 metres from the station. The surrounding area is high density residential dwellings."
"UKA01053","GB1495A","","Reading Rose Kiln Lane","Urban Traffic","Reading/Wokingham Urban Area","2024-11-07","","51.445900","-0.976081","172376.00","471255.00","36","Automatic Urban and Rural Monitoring Network (AURN)","","Verge of Rose Kiln Lane, in a residential area to the south of Reading. Surrounding area includes housing and retail parks."
"UKA00311","GB0154R","GB0154R","Redgrave  Lopham Fens","Rural Background","Eastern","1996-12-02","","52.382053","1.015275","280280.33","605312.40","27","UKEAP: National Ammonia Monitoring Network","",""
"UKA00391","GB1081R","","River Etherow","Rural Background","East Midlands","1999-03-09","","53.486530","-1.814450","398884.19","412409.69","450","UKEAP: Precip-Net","",""
"UKA00251","GB0617A","","Rochester Stoke","Rural Background","South East","1996-01-26","","51.456170","0.634889","176313.73","583157.86","14","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located on the western boundary of a rural primary school. The nearest main road is approximately 80 metres to the east of the location with a low traffic volume. The area is generally open and rural with young trees within 1 metre to the monitoring station. The Medway estuary and accompanying industy lie approximately 3 kilometres to the west and south."
"UKA00491","GB0107R","GB0107R","Rosemaund","Rural Background","West Midlands","2006-01-04","","52.121398","-2.636255","247200.32","356534.82","83","UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network","",""
"UKA00275","GB0126R","GB0126R","Rothamsted","Rural Background","Eastern","1996-09-02","","51.806100","-0.360450","213210.95","513138.11","130","UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net","",""
"UKA01054","GB1496A","","Rotherham East Dene","Urban Background","Sheffield Urban Area","2024-09-13","","53.436248","-1.323872","393487.00","445015.00","25","Automatic Urban and Rural Monitoring Network (AURN)","","Wide grass verge of Broadway East, a residential road in the East Dene area of Rotherham."
"UKA00975","GB1417A","","Roudsea Wood & Mosses","Rural Background","North West & Merseyside","2023-03-01","","54.236450","-3.024493","482790.03","333323.04","9","UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net","",""
"UKA00508","GB0940A","","Royston","Urban Industrial","Yorkshire & Humberside","2007-09-20","","53.600277","-1.439450","411669.22","437193.30","54","PAH Digitel (solid phase)","",""
"UKA00339","GB0660A","","Salford Eccles","Urban Background","Greater Manchester Urban Area","1997-03-20","","53.484810","-2.334139","398729.04","377924.61","30","Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing immediately adjacent to local amenities. The nearest major road to the station is the M602, approximately 250 metres to the north with the A56/A567 200 metres to the east. The surrounding area is generally open and comprised of suburban properties with a chemical plant 350 metres to the south."
"UKA00569","GB1022A","","Saltash Callington Road","Urban Traffic","South West","2013-01-01","","50.411463","-4.227678","59216.12","241814.58","65","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained air conditioned mobile unit within the fenced grounds of Saltash community fire station on Callington Road. The surrounding area comprises residential houses, in an urban environment. The monitoring station is located approximately 2.7 metres from the kerb."
"UKA00973","GB1415A","","Saltfleetby-Theddlethorpe Dunes","Rural Background","East Midlands","2023-03-01","","53.403278","0.210413","391881.96","547046.97","4","UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net","",""
"UKA00506","GB1004A","","Scunthorpe Low Santon","Urban Industrial","Yorkshire & Humberside","2007-09-14","","53.595833","-0.597236","411943.31","492936.40","30","Heavy Metals; PAH Digitel (solid phase)","",""
"UKA00381","GB0841A","","Scunthorpe Town","Urban Industrial","Yorkshire & Humberside","1999-01-01","","53.586340","-0.636811","410836.36","490337.58","36","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing located on an open, grass area adjacent to Rowland Road. The nearest major road, Brigg Road (A1029), is approximately 180 metres to the east of the site. The surrounding area is residential and commercial with a large heavy industrial area 400 metres to the east."
"UKA01057","GB1499A","","Seacole Building","Urban Background","Greater London Urban Area","2024-02-05","","51.496600","-0.129640","179176.00","529932.00","10","TOMPs","",""
"UKA00942","GB1384R","","Seekinore","Rural Background","Northern Ireland","2022-04-01","","54.520000","-7.260000","526593.74","59764.73","100","UKEAP: National Ammonia Monitoring Network","","Please note that the location of this site is only reported to 2 decimal places for latitudes and longitude. The location data has a precision of approximately 1 km for latitude and 600 m for longitude."
"UKA00579","GB1031A","","Shaw Crompton Way","Urban Traffic","Greater Manchester Urban Area","2014-04-01","","53.579227","-2.093844","409185.48","393883.99","193","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station is within a self-contained air conditioned mobile unit along the roadside of A663 - Crompton way, in the vicinity of Shaw and Crompton town centre. Located at the corner of Crompton Street and Provident Street. The railway station lies 400 m to the southeast. The immediate area around the inlet is open with the wider area comprising of residential properties. The monitoring station is located approximately 2.5 metres from the kerb."
"UKA00622","GB1063A","","Sheffield Barnsley Road","Urban Traffic","Sheffield Urban Area","2016-08-01","","53.404950","-1.455815","389930.10","436276.16","82","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station on grass verge beside the A6135, Barnsley Road, Sheffield. Located adjacent to Earl Marshal Road. The monitoring station is located approximately 4.5 metres from the kerb."
"UKA00575","GB1027A","","Sheffield Devonshire Green","Urban Background","Sheffield Urban Area","2013-10-31","","53.378622","-1.478096","386990.00","434816.00","89","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; Non-Automatic Hydrocarbon Network","","The monitoring station is within a self-contained air conditioned mobile unit located next to a skate park, within the grounds of Devonshire Green Park. The nearest road is Eldon Street, 45m to the east. The surrounding area is mainly open land with the nearest tree occurring within a distance of 8 meters."
"UKA00181","GB0538A","","Sheffield Tinsley","Urban Background","Sheffield Urban Area","1990-11-28","","53.410580","-1.396139","390588.34","440238.23","90","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing within the grounds of the Tinsley Community Centre approximately 200 metres east of the M1 motorway. The surrounding area is generally open, with residential areas to the east of the M1 and light industrial premises to the west of the M1."
"UKA01055","GB1497A","","Shrewsbury Underdale","Urban Background","West Midlands","2024-05-16","","52.715083","-2.726833","313295.20","350997.50","59","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon","","Green area off Clive Way in residential Underdale area, in the east of  Shrewsbury."
"UKA00012","GB0039R","GB0039R","Sibton","Rural Background","Eastern","1973-07-01","","52.294400","1.463497","271902.06","636275.79","46","Automatic Urban and Rural Monitoring Network (AURN); UKEAP: National Ammonia Monitoring Network","","The monitoring station is within a self-contained housing located within the grounds of a disused concrete water tower, now a communications tower. The nearest road is approximately 30 metres from the monitoring station and is a quiet rural road. The surrounding area is generally open and comprises fields and mature tree woodlands and hedgerows."
"UKA00940","GB1382R","","Slieve Beagh","Rural Background","Northern Ireland","2022-04-01","","54.360000","-7.160000","508333.66","64922.91","284","UKEAP: National Ammonia Monitoring Network","","Please note that the location of this site is only reported to 2 decimal places for latitudes and longitude. The location data has a precision of approximately 1 km for latitude and 600 m for longitude."
"UKA01091","GB1532A","","Slough Windmill Bath Road","Urban Traffic","South East","2025-01-14","","51.512230","-0.610392","180171.00","496528.00","21","Automatic Urban and Rural Monitoring Network (AURN)","","Roadside monitoring site at the front of the Windmill Care Centre beside the A4 Bath Road through Slough."
"UKA00347","GB0127R","GB0127R","Sourhope","Rural Background","Scottish Borders","1997-05-14","","55.489415","-2.212154","621755.50","386692.39","475","UKEAP: National Ammonia Monitoring Network","",""
"UKA00613","GB1056A","","Southampton A33","Urban Traffic","Southampton Urban Area","2016-01-01","","50.920265","-1.463484","113559.78","437808.99","5","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","This site is situated approximately 5m from the eastbound carriageway of the A33. Located 200m west of Parkside Avenue."
"UKA00235","GB0598A","","Southampton Centre","Urban Background","Southampton Urban Area","1994-01-04","","50.908173","-1.395757","112251.87","442580.60","7","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is within a self-contained air-conditioned housing located at a junction of a residential road (Brinton Road) and a six-lane dual carriageway (Northern Road) with periodic congestion during peak traffic flow periods. The manifold inlet is approximately 10 metres from the residential road kerbside, 20 metres from Northern Road. The surrounding area is mainly urban residential."
"UKA01096","GB1538A","","Southend Shoeburyness","Urban Background","Southend Urban Area","2025-03-18","","51.537836","0.792578","185800.00","593765.00","7","Automatic Urban and Rural Monitoring Network (AURN)","","Residential area of Shoeburyness (to the east of Southend) close to school and family centre."
"UKA00409","GB0728A","","Southend-on-Sea","Urban Background","Southend Urban Area","2000-07-24","","51.544166","0.678331","186207.45","585817.38","37","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained air-conditioned housing located near the Information Centre in Chalkwell Park. The manifold is approximately 90 metres west of the nearest minor road, Chalkwell Road, and about 160 metres S from the nearest major road, A13 London Road. The surrounding area in the immediate vicinity of the site is open park with the wider area comprising predominantly of urban residential premises."
"UKA00558","GB1012A","","Southwark A2 Old Kent Road","Urban Traffic","Greater London Urban Area","2011-01-01","","51.480499","-0.059550","177512.01","534844.25","3","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is a roadside cabin on the busy A2, Old Kent Road. It is located in the vicinity of Devonshire Grove and a short distance south-east from the previous Old Kent Road site which closed in 2006. It is hoped that this will provide some continuity in the measurements. To the south of the site is a large open car park. Most of the surrounding area is paved or tarmac surface and there are few trees or plants. The monitoring station is located approximately 2 metres from the kerb."
"UKA00627","GB1068A","","St Helens Linkway","Urban Traffic","Liverpool Urban Area","2016-09-27","","53.451826","-2.742134","395264.00","350812.97","32","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station beside Linkway (A58) dual carriageway though St Helens, in the vicinity of St Helens College. The monitoring station is located approximately 6.5 metres from the kerb."
"UKA00445","GB0754A","GB0050R","St Osyth","Rural Background","Eastern","2002-05-11","","51.777874","1.049010","213198.47","610430.33","8","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon","","The monitoring station is within a self-contained air-conditioned housing located next to a water pumping station in marshland near Clacton-on-Sea. The manifold inlet is approximately 2 kilometres from the nearest residences in Point Clear. The only road within 2 kilometres is Beach Road, a rural access Road. The surrounding area is open rural and marshland."
"UKA00525","GB0924A","","Stanford-le-Hope Roadside","Urban Traffic","Eastern","2008-01-22","","51.518167","0.439548","182737.17","569358.49","18","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station is within a self-contained air-conditioned housing located on the south side of the A1014 - The Manorway, at the end of Abbots Hall Chase. The surrounding area is residential with open pastures to the east an oil refinery 2 kilometres away on the Thames estuary. The monitoring station is located approximately 4 metres from the kerb."
"UKA00640","GB1082R","","Stiperstones","Rural Background","West Midlands","2016-11-01","","52.581223","-2.945132","298576.61","336055.77","418","UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net","",""
"UKA00599","GB1041A","","Stockton-on-Tees A1305 Roadside","Urban Traffic","Teesside Urban Area","2015-05-01","","54.565819","-1.315900","519169.64","444331.00","15","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station lies within a self-contained air conditioned mobile unit along the roadside of A1305 road, in the southern edge of the town. The surrounding area comprises residences, business and services, in an urban environment. The roads A177, A139 and A1305 cross at approximately 640 m of the site. The monitoring station is located approximately 4 metres from the kerb."
"UKA00535","GB0956A","","Stockton-on-Tees Eaglescliffe","Urban Traffic","North East","2008-09-01","","54.516667","-1.358547","513674.44","441623.38","29","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is within a self-contained air-conditioned housing located within the grounds of Eaglescliffe School. The inlet manifold is 4.5 metres from the kerb of the A67, opposite Marion Avenue. The surrounding area is urban residential."
"UKA00317","GB0004R","GB0004R","Stoke Ferry","Rural Background","Eastern","1997-01-01","","52.559854","0.506147","298730.02","569981.81","3","PAH Digitel (solid phase); UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net","",""
"UKA00610","GB1052A","","Stoke-on-Trent A50 Roadside","Urban Traffic","The Potteries","2015-05-22","","52.980436","-2.111898","342571.56","392584.10","179","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station beside the dual carriageway A50 through Stoke. Located between the main road and a parallel side road (Uttoxeter Road), near pedestrian footbridge. The monitoring station is located approximately 4 metres from the kerb."
"UKA00337","GB0658A","","Stoke-on-Trent Centre","Urban Background","The Potteries","1997-03-11","","53.028210","-2.175133","347894.69","388351.33","172","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is located in a self-contained, air-conditioned housing situated in the northern part of the central business district of Hanley. The station lies approximately 5 metres from the approach road to a busy multi-storey car park which is located some 50 metres from the station. The nearest busy road is the A50 Potteries Way, a ring-road which lies in a cutting about 130 metres to the north-east of the monitoring site. The surrounding area is open grass with few trees and comprises light commercial properties."
"UKA00548","GB1006A","","Storrington Roadside","Urban Traffic","South East","2009-08-01","","50.916932","-0.449548","114196.60","509085.61","41","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located on the junction of A283 Manley's Hill and Meadowside. The surrounding area is open suburban with residential and commercial buildings. There is a quarried site 450 metres to the SE. The monitoring station is located approximately 6 metres from the kerb."
"UKA00393","GB0723A","","Strabane 2","Suburban Background","Northern Ireland","1999-03-30","","54.821427","-7.453921","561042.04","49838.76","28","Black Carbon","",""
"UKA00162","GB0015R","GB0015R","Strathvaich","Rural Background","Highland","1987-03-18","","57.734456","-4.776583","875022.85","234787.31","270","Automatic Urban and Rural Monitoring Network (AURN); UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Rural NO2","","The monitoring station is within a self-contained, air conditioned housing located on remote moorland approximately 500 metres from the nearest inhabited dwellings. The nearest road is approximately 150 metres from the site and used for access only. The surrounding area is open and remote. The site is at the SE corner of a large body of open water - Loch Vaich."
"UKA00484","GB0863A","","Sunderland Silksworth","Urban Background","North East","2004-12-09","","54.883610","-1.406878","554478.51","438149.81","110","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air conditioned housing located next to an access road that leads to a sports centre and superstore delivery entrance. The inlet manifold is 50 metres from the nearest minor road, Silksworth Rd. The immediate surrounding area is open with residential areas occurring beyond 200 metres."
"UKA00601","GB1043A","","Sunderland Wessington Way","Urban Traffic","North East","2015-01-15","","54.918390","-1.408391","558348.00","438020.00","29","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station lies within a self-contained air conditioned mobile unit along the roadside of A1231 - Wessington way road, in the Northeast outskirts of Sunderland city. The monitoring station is located in the vicinity of Abbay Street. The surrounding area comprises the Tyne and Wear enterprise park, 150 m to the south, and a highly dense residential area that starts in the site's Northern border. The monitoring station is located approximately 6 metres from the kerb."
"UKA00312","GB0134R","GB0134R","Sutton Bonnington","Rural Background","East Midlands","1996-12-03","","52.836554","-1.251203","326822.26","450539.88","43","UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network","",""
"UKA00520","GB0981A","","Swansea Coedgwilym","Urban Background","Swansea Urban Area","2008-01-01","","51.701679","-3.874010","201989.05","270593.01","30","Heavy Metals","",""
"UKA00510","GB0943A","","Swansea Cwm Level Park","Urban Background","Swansea Urban Area","2007-11-16","","51.645836","-3.939450","195897.18","265906.18","31","PAH Digitel (solid phase)","",""
"UKA00521","GB0979A","","Swansea Morriston","Urban Traffic","Swansea Urban Area","2008-01-01","","51.662122","-3.921301","197675.07","267209.45","16","Heavy Metals","",""
"UKA00497","GB0896A","","Swansea Roadside","Urban Traffic","Swansea Urban Area","2006-09-20","","51.632696","-3.947374","194450.54","265319.00","61","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located on a grassed road frontage of a busy dual-carriageway, the A483 Carmarthen Road. The monitoring station is adjacent to Lyon Street. The surrounding area is predominantly residential with some commercial premises nearby. The monitoring station is located approximately 4.5 metres from the kerb."
"UKA00650","GB1092A","","Swindon Walcot","Urban Background","South West","2018-01-01","","51.558061","-1.765678","184379.00","416341.00","104","Automatic Urban and Rural Monitoring Network (AURN)","","The site is 40.5m from the nearest road, South view avenue."
"UKA00296","GB0137R","GB0137R","Tadcaster","Rural Background","Yorkshire & Humberside","1996-10-02","","53.891121","-1.275557","444125.33","447709.36","12","UKEAP: National Ammonia Monitoring Network","",""
"UKA01038","GB1480A","","Tallington","Rural Background","East Midlands","2023-12-11","","52.656308","-0.381000","307739.00","509609.00","17","Automatic Urban and Rural Monitoring Network (AURN)","","This is a rural monitoring station, located at a river gauging station beside the River Welland near the village of Tallington, Lincolnshire. Surroundings are mostly farm land."
"UKA01099","GB1541A","","Tameside A635 Manchester Road","Urban Traffic","Greater Manchester Urban Area","2025-04-01","","53.482437","-2.113912","398419.10","392538.00","100","Automatic Urban and Rural Monitoring Network (AURN)","","Roadside site beside the A635 through Ashton-under-Lyne, Tameside, to the east of the city of Manchester."
"UKA00648","GB1090A","","Telford Hollinswood","Urban Background","West Midlands","2017-11-01","","52.673471","-2.436692","308508.00","370569.00","134","Automatic Urban and Rural Monitoring Network (AURN)","","The nearest road, Dale Acre Way is 48m from the site."
"UKA00937","GB1379R","GB1379R","Thetford Forest 2","Rural Background","Eastern","2021-08-16","","52.419598","0.856404","284016.17","594337.17","16","UKEAP: National Ammonia Monitoring Network","",""
"UKA00112","GB1083R","","Thorganby","Rural Background","Yorkshire & Humberside","1986-01-14","","53.875684","-0.970738","442655.50","467767.00","8","UKEAP: Precip-Net","",""
"UKA00272","GB0645A","","Thurrock","Urban Background","Eastern","1996-09-01","","51.477070","0.317969","177893.10","561068.85","4","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within an existing permanent building located adjacent to the Southend to Fenchurch Street railway line. The station is approximately 35 metres from the kerbside of the busy A126 London Road. The surrounding area is mainly residential with local light industry and commercial areas nearby. The site is approximately 400 metres north of the River Thames."
"UKA00588","GB_594","","Thursley Common 2","Rural Background","South East","2013-04-02","","51.151352","-0.704610","139918.89","490698.46","85","UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net","",""
"UKA01026","GB1468A","","Toft Newton","Rural Background","East Midlands","2023-09-26","","53.374133","-0.449788","387483.28","503230.58","12","Automatic Urban and Rural Monitoring Network (AURN)","","Rural site in the grounds of Toft Newton reservoir, near Market Rasen, Lincolnshire."
"UKA00955","GB1397R","","Turmennan Rd","Rural Background","Northern Ireland","2022-04-01","","54.380000","-5.730000","504691.95","157877.99","44","UKEAP: National Ammonia Monitoring Network","","Please note that the location of this site is only reported to 2 decimal places for latitudes and longitude. The location data has a precision of approximately 1 km for latitude and 600 m for longitude."
"UKA00113","GB0333A","","Tycanol Wood","Rural Background","South Wales","1986-01-14","","51.993801","-4.778895","236464.46","209310.25","205","UKEAP: Precip-Net; UKEAP: Rural NO2","",""
"UKA00938","GB1380R","","U of Ulster met station","Rural Background","Northern Ireland","2022-04-01","","54.450000","-6.960000","517401.81","78609.40","175","UKEAP: National Ammonia Monitoring Network","","Please note that the location of this site is only reported to 2 decimal places for latitudes and longitude. The location data has a precision of approximately 1 km for latitude and 600 m for longitude."
"UKA00825","GB1266A","","UUNN_ABER_004","Urban Traffic","North East Scotland","2020-12-13","","57.147283","-2.092200","806270.02","394519.99","22.76","UK Urban NO2 Network","","&nbsp;"
"UKA00663","GB1104A","","UUNN_BASI_001","Urban Traffic","Eastern","2019-12-02","","51.588083","0.498738","190649.98","573199.00","16","UK Urban NO2 Network","","&nbsp;"
"UKA00976","GB1418A","","UUNN_BASI_002","Urban Traffic","Eastern","2022-12-01","","51.583989","0.427302","190027.99","568266.00","29","UK Urban NO2 Network","",""
"UKA00977","GB1419A","","UUNN_BASI_003","Urban Traffic","Eastern","2022-12-01","","51.584582","0.441654","190127.05","569258.00","37","UK Urban NO2 Network","",""
"UKA00978","GB1420A","","UUNN_BASI_005","Urban Traffic","Eastern","2022-12-01","","51.583037","0.497790","190086.65","573152.50","15","UK Urban NO2 Network","",""
"UKA00979","GB1421A","","UUNN_BASI_007","Urban Traffic","Eastern","2022-12-01","","51.568322","0.495659","188445.39","573060.74","20","UK Urban NO2 Network","",""
"UKA00980","GB1422A","","UUNN_BASI_008","Urban Traffic","Eastern","2022-12-01","","51.586348","0.434275","190306.37","568740.30","37","UK Urban NO2 Network","",""
